_dt,Time,Day_of_week,Accident_severity,Number_of_casualties,Apparent Temperature (C),Humidity,Wind Speed (km/h),Visibility (km),se_mean,se_std,se_median,se_trend
2008-01-11 03:00:37.710109624+00:00,16:30:00,Saturday,Slight Injury,1,-3.594444444444444,0.92,3.9928,0.7889,0.05280314526870284,0.4081912509650382,0.03538793611985378,0.09687903267476508
2008-01-11 10:50:33.763702800+00:00,16:30:00,Saturday,Slight Injury,1,-1.033333333333333,0.83,13.4113,5.8765,0.05321398179319598,0.4080657462679667,0.03576243311506289,0.09641072138902934
2008-01-11 18:40:29.817295984+00:00,21:25:00,Saturday,Slight Injury,1,-0.916666666666666,0.78,13.8621,7.905100000000001,0.05362481831768912,0.40794024157089515,0.036136930110272004,0.0959424101032936
2008-01-12 02:30:25.870889160+00:00,21:25:00,Saturday,Slight Injury,1,-2.8611111111111103,0.8,16.7279,11.6886,0.05403565484218211,0.4078147368738237,0.03651142710548099,0.09547409881755801
2008-01-12 10:20:21.924482344+00:00,21:20:00,Saturday,Slight Injury,1,-0.3888888888888885,0.76,20.0767,9.982,0.05444649136667525,0.4076892321767521,0.0368859241006901,0.09500578753182227
2008-01-12 18:10:17.978075520+00:00,8:43:00,Tuesday,Slight Injury,1,-0.1055555555555562,0.78,16.5186,9.982,0.05485732789116839,0.4075637274796806,0.037260421095899214,0.09453747624608654
2008-01-13 02:00:14.031668696+00:00,16:49:00,Tuesday,Slight Injury,1,-1.4499999999999995,0.78,16.5186,14.731500000000002,0.055268164415661535,0.4074382227826091,0.037634918091108326,0.0940691649603508
2008-01-13 09:50:10.085261880+00:00,16:49:00,Tuesday,Slight Injury,1,2.677777777777778,0.71,9.2253,9.8049,0.05567900094015466,0.40731271808553754,0.03800941508631744,0.09360085367461506
2008-01-13 17:40:06.138855056+00:00,15:30:00,Thursday,Slight Injury,1,3.266666666666668,0.83,6.1502,9.8693,0.0560898374646478,0.40718721338846603,0.038383912081526556,0.09313254238887932
2008-01-14 01:30:02.192448232+00:00,15:30:00,Thursday,Slight Injury,1,-0.8944444444444442,0.66,16.6152,14.6832,0.056500673989140944,0.40706170869139446,0.03875840907673567,0.09266423110314358
2008-01-14 09:19:58.246041416+00:00,18:57:00,Thursday,Slight Injury,1,0.1166666666666671,0.69,14.5222,9.8371,0.056911510513633946,0.406936203994323,0.03913290607194465,0.092195919817408
2008-01-14 17:09:54.299634592+00:00,18:57:00,Thursday,Slight Injury,1,-0.2499999999999996,0.85,7.840700000000001,3.6547,0.057322347038127074,0.4068106992972515,0.03950740306715376,0.09172760853167226
2008-01-15 00:59:50.353227776+00:00,17:00:00,Thursday,Serious Injury,1,-1.3944444444444453,0.86,6.2146,6.7942,0.057733183562620215,0.40668519460017993,0.03988190006236288,0.09125929724593652
2008-01-15 08:49:46.406820952+00:00,17:00:00,Thursday,Serious Injury,1,-2.5166666666666675,0.92,12.558,3.912300000000001,0.058144020087113356,0.4065596899031084,0.04025639705757198,0.09079098596020078
2008-01-15 16:39:42.460414128+00:00,16:50:00,Friday,Slight Injury,1,-2.55,0.92,7.889000000000001,0.161,0.0585548566116065,0.4064341852060369,0.04063089405278109,0.09032267467446504
2008-01-16 00:29:38.514007312+00:00,16:50:00,Friday,Slight Injury,1,-2.1500000000000004,0.82,18.8209,14.168000000000005,0.058965693136099624,0.40630868050896535,0.041005391047990204,0.0898543633887293
2008-01-16 08:19:34.567600488+00:00,8:03:00,Monday,Slight Injury,1,-2.766666666666667,0.8,21.5257,9.8049,0.059376529660592765,0.40618317581189384,0.04137988804319933,0.08938605210299357
2008-01-16 16:09:30.621193672+00:00,8:03:00,Monday,Slight Injury,1,2.166666666666666,0.77,21.815500000000004,9.982,0.05978736618508577,0.4060576711148223,0.0417543850384083,0.08891774081725798
2008-01-16 23:59:26.674786848+00:00,16:40:00,Monday,Slight Injury,1,0.3666666666666647,0.83,16.0517,11.3666,0.06019820270957891,0.4059321664177508,0.042128882033617414,0.08844942953152224
2008-01-17 07:49:22.728380024+00:00,16:40:00,Monday,Slight Injury,1,-1.9555555555555555,0.82,21.3969,9.9015,0.060609039234072036,0.40580666172067925,0.04250337902882654,0.0879811182457865
2008-01-17 15:39:18.781973208+00:00,7:40:00,Monday,Slight Injury,1,5.972222222222222,0.77,4.7978000000000005,9.9015,0.06101987575856518,0.40568115702360774,0.04287787602403565,0.08751280696005076
2008-01-17 23:29:14.835566384+00:00,7:40:00,Monday,Slight Injury,1,1.183333333333335,0.83,13.5079,11.6725,0.06143071228305832,0.40555565232653623,0.04325237301924476,0.08704449567431502
2008-01-18 07:19:10.889159560+00:00,4:46:00,Tuesday,Slight Injury,1,0.2222222222222214,0.83,15.375500000000002,7.8729,0.06184154880755146,0.40543014762946467,0.043626870014453874,0.08657618438857928
2008-01-18 15:09:06.942752744+00:00,4:46:00,Tuesday,Slight Injury,1,5.938888888888887,0.87,7.0357,3.4937,0.0622523853320446,0.40530464293239316,0.044001367009662985,0.08610787310284354
2008-01-18 22:59:02.996345920+00:00,14:19:00,Tuesday,Slight Injury,1,-1.5388888888888888,0.96,6.295100000000001,0.161,0.06266322185653772,0.40517913823532165,0.0443758640048721,0.0856395618171078
2008-01-19 06:48:59.049939104+00:00,14:19:00,Tuesday,Slight Injury,1,-2.527777777777778,1.0,7.905100000000001,1.4651,0.06307405838103072,0.40505363353825014,0.04475036100008108,0.08517125053137221
2008-01-19 14:38:55.103532280+00:00,18:15:00,Tuesday,Slight Injury,1,3.588888888888889,0.93,12.2038,1.8837,0.06348489490552386,0.4049281288411786,0.045124857995290195,0.08470293924563647
2008-01-19 22:28:51.157125456+00:00,18:15:00,Tuesday,Slight Injury,1,3.905555555555556,0.96,11.0607,1.0626000000000002,0.06389573143001699,0.40480262414410706,0.045499354990499306,0.08423462795990073
2008-01-20 06:18:47.210718640+00:00,7:50:00,Tuesday,Slight Injury,1,5.188888888888891,0.84,13.6367,11.0285,0.06430656795451013,0.40467711944703555,0.04587385198570842,0.083766316674165
2008-01-20 14:08:43.264311816+00:00,7:50:00,Tuesday,Slight Injury,1,12.244444444444444,0.72,8.227100000000002,9.982,0.06471740447900327,0.40455161474996404,0.04624834898091753,0.08329800538842926
2008-01-20 21:58:39.317904992+00:00,8:20:00,Wednesday,Slight Injury,1,3.572222222222222,0.95,6.6332,3.3649,0.06512824100349641,0.4044261100528925,0.04662284597612664,0.08282969410269352
2008-01-21 05:48:35.371498176+00:00,8:20:00,Wednesday,Slight Injury,1,2.2277777777777765,0.93,4.6690000000000005,0.5313000000000001,0.06553907752798956,0.40430060535582096,0.04699734297133575,0.08236138281695778
2008-01-21 13:38:31.425091352+00:00,15:30:00,Wednesday,Slight Injury,1,12.77777777777778,0.56,4.8783,9.982,0.06594991405248254,0.40417510065874945,0.04737183996654474,0.0818930715312222
2008-01-21 21:28:27.478684536+00:00,16:47:00,Wednesday,Slight Injury,1,-0.994444444444444,0.92,13.0732,5.570600000000001,0.06636075057697569,0.40404959596167794,0.04774633696175385,0.08142476024548646
2008-01-22 05:18:23.532277712+00:00,16:47:00,Wednesday,Slight Injury,1,0.5388888888888883,0.89,8.4847,5.216400000000001,0.06677158710146883,0.40392409126460643,0.04812083395696296,0.08095644895975072
2008-01-22 13:08:19.585870888+00:00,23:50:00,Wednesday,Slight Injury,1,6.155555555555555,0.82,9.5956,11.2056,0.06718242362596197,0.40379858656753487,0.048495330952172074,0.08048813767401498
2008-01-22 20:58:15.639464072+00:00,14:30:00,Wednesday,Slight Injury,1,-1.427777777777778,0.67,40.1373,14.9569,0.0675932601504551,0.40367308187046336,0.048869827947381185,0.08001982638827924
2008-01-23 04:48:11.693057248+00:00,8:10:00,Friday,Slight Injury,1,-2.972222222222223,0.69,23.1357,11.2056,0.06800409667494824,0.40354757717339185,0.049244324942590297,0.0795515151025435
2008-01-23 12:38:07.746650432+00:00,8:10:00,Friday,Slight Injury,1,0.3333333333333341,0.56,15.955100000000002,11.2056,0.06841493319944138,0.4034220724763203,0.04961882193779941,0.07908320381680777
2008-01-23 20:28:03.800243608+00:00,21:12:00,Wednesday,Slight Injury,2,-2.5222222222222217,0.73,6.810300000000001,15.826300000000002,0.06787857694887046,0.40322807920872655,0.04908796342509154,0.07810674158638536
2008-01-24 04:17:59.853836784+00:00,21:12:00,Wednesday,Slight Injury,2,-6.105555555555554,0.92,3.22,9.982,0.06727907451329505,0.4030295200364312,0.04849674787852228,0.07709640262631681
2008-01-24 12:07:55.907429968+00:00,21:12:00,Wednesday,Slight Injury,2,2.6111111111111125,0.53,9.7727,9.982,0.06667957207771963,0.40283096086413595,0.04790553233195303,0.07608606366624825
2008-01-24 19:57:51.961023144+00:00,19:10:00,Saturday,Slight Injury,1,-1.6888888888888884,0.81,3.2361,14.9086,0.06608006964214422,0.4026324016918406,0.04731431678538378,0.0750757247061797
2008-01-25 03:47:48.014616320+00:00,19:10:00,Saturday,Slight Injury,1,-3.911111111111111,0.84,0.2898,9.8049,0.0654805672065688,0.4024338425195453,0.04672310123881453,0.07406538574611114
2008-01-25 11:37:44.068209504+00:00,11:56:00,Sunday,Slight Injury,1,2.2277777777777765,0.65,20.1894,9.6278,0.06488106477099338,0.40223528334725,0.04613188569224527,0.07305504678604258
2008-01-25 19:27:40.121802680+00:00,11:56:00,Sunday,Slight Injury,1,-0.905555555555555,0.87,3.2039,7.905100000000001,0.06428156233541796,0.4020367241749547,0.04554067014567602,0.07204470782597402
2008-01-26 03:17:36.175395864+00:00,19:08:00,Friday,Slight Injury,1,-7.683333333333333,0.93,7.245,4.7978000000000005,0.06368205989984276,0.40183816500265945,0.04494945459910697,0.07103436886590582
2008-01-26 11:07:32.228989040+00:00,7:14:00,Friday,Slight Injury,1,3.744444444444445,0.5,20.8173,9.982,0.06308255746426733,0.4016396058303641,0.04435823905253772,0.07002402990583727
2008-01-26 18:57:28.282582216+00:00,7:14:00,Friday,Slight Injury,1,-3.283333333333333,0.77,17.3719,9.982,0.06248305502869191,0.40144104665806885,0.043767023505968464,0.0690136909457687
2008-01-27 02:47:24.336175400+00:00,14:30:00,Friday,Slight Injury,1,-0.8611111111111115,0.66,17.0821,9.982,0.061883552593116495,0.4012424874857735,0.04317580795939921,0.06800335198570015
2008-01-27 10:37:20.389768576+00:00,14:30:00,Friday,Slight Injury,1,1.9722222222222203,0.65,45.1283,11.27,0.06128405015754108,0.4010439283134782,0.04258459241282996,0.0669930130256316
2008-01-27 18:27:16.443361752+00:00,7:55:00,Monday,Slight Injury,1,2.449999999999998,0.66,39.058600000000006,10.0303,0.06068454772196566,0.4008453691411829,0.04199337686626071,0.06598267406556305
2008-01-28 02:17:12.496954936+00:00,7:55:00,Monday,Slight Injury,1,-1.7555555555555555,0.48,34.7116,15.826300000000002,0.06008504528639025,0.4006468099688876,0.041402161319691454,0.06497233510549448
2008-01-28 10:07:08.550548112+00:00,13:35:00,Monday,Serious Injury,1,2.027777777777777,0.41,24.0373,11.2056,0.05948554285081503,0.40044825079659235,0.0408109457731224,0.06396199614542628
2008-01-28 17:57:04.604141296+00:00,13:35:00,Monday,Serious Injury,1,-3.611111111111111,0.72,5.506200000000001,9.982,0.058886040415239614,0.400249691624297,0.04021973022655315,0.06295165718535772
2008-01-29 01:47:00.657734472+00:00,12:37:00,Saturday,Slight Injury,1,-5.622222222222224,0.84,3.4615,15.826300000000002,0.058286537979664196,0.40005113245200175,0.0396285146799839,0.061941318225289164
2008-01-29 09:36:56.711327648+00:00,11:25:00,Friday,Slight Injury,1,-1.161111111111111,0.62,15.439900000000002,10.0464,0.05768703554408878,0.3998525732797064,0.039037299133414645,0.060930979265220606
2008-01-29 17:26:52.764920832+00:00,18:23:00,Wednesday,Slight Injury,1,2.2222222222222223,0.64,4.6046000000000005,10.0464,0.05708753310851336,0.3996540141074111,0.03844608358684539,0.059920640305152054
2008-01-30 01:16:48.818514008+00:00,21:09:00,Wednesday,Slight Injury,1,-1.5111111111111104,0.78,6.44,14.9569,0.05648803067293794,0.3994554549351158,0.03785486804027614,0.0589103013450835
2008-01-30 09:06:44.872107192+00:00,21:09:00,Wednesday,Slight Injury,1,-0.4333333333333339,0.59,12.6707,10.0303,0.055888528237362525,0.3992568957628205,0.03726365249370689,0.05789996238501494
2008-01-30 16:56:40.925700368+00:00,15:23:00,Wednesday,Serious Injury,1,-0.8722222222222223,0.65,11.0768,9.982,0.055289025801787316,0.39905833659052525,0.036672436947137836,0.05688962342494673
2008-01-31 00:46:36.979293544+00:00,15:23:00,Wednesday,Serious Injury,1,1.71111111111111,0.75,0.0,15.8746,0.0546895233662119,0.3988597774182299,0.03608122140056858,0.05587928446487818
2008-01-31 08:36:33.032886728+00:00,15:23:00,Wednesday,Serious Injury,1,0.7555555555555552,0.82,14.3934,8.3398,0.05409002093063648,0.3986612182459346,0.035490005853999335,0.05486894550480962
2008-01-31 16:26:29.086479904+00:00,12:30:00,Wednesday,Slight Injury,1,0.3777777777777776,0.76,8.9677,9.982,0.05349051849506106,0.3984626590736393,0.03489879030743008,0.05385860654474106
2008-02-01 00:16:25.140073080+00:00,12:30:00,Wednesday,Slight Injury,1,-0.8500000000000006,0.89,3.4132,9.982,0.052891016059485645,0.398264099901344,0.034307574760860826,0.05284826758467251
2008-02-01 08:06:21.193666264+00:00,17:30:00,Tuesday,Slight Injury,1,-4.427777777777777,0.92,9.3702,0.322,0.05229151362391023,0.3980655407290487,0.03371635921429157,0.05183792862460396
2008-02-01 15:56:17.247259440+00:00,17:30:00,Tuesday,Slight Injury,1,4.594444444444446,0.73,14.3612,6.1985,0.05169201118833481,0.3978669815567534,0.03312514366772232,0.0508275896645354
2008-02-01 23:46:13.300852624+00:00,3:56:00,Sunday,Slight Injury,1,2.088888888888888,0.8,9.7083,6.8425,0.05109250875275939,0.39766842238445804,0.03253392812115306,0.04981725070446684
2008-02-02 07:36:09.354445800+00:00,3:56:00,Sunday,Slight Injury,1,4.400000000000001,0.65,15.9712,11.2056,0.050493006317184175,0.3974698632121628,0.03194271257458402,0.048806911744398634
2008-02-02 15:26:05.408038976+00:00,10:40:00,Sunday,Slight Injury,1,9.1,0.77,1.5134,10.948,0.049893503881608764,0.3972713040398675,0.03135149702801476,0.047796572784330076
2008-02-02 23:16:01.461632160+00:00,10:40:00,Sunday,Slight Injury,1,1.1722222222222218,0.82,14.2646,6.295100000000001,0.04929400144603334,0.3970727448675722,0.030760281481445512,0.046786233824261524
2008-02-03 07:05:57.515225336+00:00,18:41:00,Thursday,Slight Injury,1,1.1555555555555546,0.85,0.4025,9.982,0.04869449901045793,0.3968741856952769,0.030169065934876258,0.045775894864192965
2008-02-03 14:55:53.568818512+00:00,18:41:00,Thursday,Slight Injury,1,6.51111111111111,0.69,5.763800000000001,10.3523,0.048094996574882504,0.3966756265229816,0.029577850388307007,0.04476555590412441
2008-02-03 22:45:49.622411696+00:00,22:10:00,Thursday,Slight Injury,1,-0.3222222222222213,0.8,13.7011,14.49,0.04749549413930709,0.3964770673506863,0.028986634841737753,0.043755216944055854
2008-02-04 06:35:45.676004872+00:00,20:41:00,Monday,Slight Injury,1,0.5111111111111121,0.87,22.7171,4.4436,0.04689599170373167,0.39627850817839094,0.028395419295168502,0.0427448779839873
2008-02-04 14:25:41.729598056+00:00,20:41:00,Monday,Slight Injury,1,11.177777777777775,0.61,21.8316,9.982,0.04629648926815646,0.3960799490060957,0.027804203748599453,0.04173453902391909
2008-02-04 22:15:37.783191232+00:00,0:15:00,Friday,Serious Injury,1,4.511111111111109,0.74,14.1519,14.812,0.04569698683258104,0.3958813898338004,0.0272129882020302,0.04072420006385053
2008-02-05 06:05:33.836784408+00:00,2:15:00,Saturday,Serious Injury,1,0.8888888888888897,0.84,11.8818,6.6493,0.04509748439700562,0.3956828306615051,0.026621772655460944,0.03971386110378198
2008-02-05 13:55:29.890377592+00:00,14:40:00,Saturday,Slight Injury,1,12.083333333333334,0.62,7.824600000000001,9.982,0.044497981961430205,0.3954842714892098,0.026030557108891694,0.03870352214371342
2008-02-05 21:45:25.943970768+00:00,14:40:00,Saturday,Slight Injury,1,1.6222222222222231,0.92,2.9141000000000004,0.322,0.04389847952585479,0.3952857123169145,0.02543934156232244,0.03769318318364487
2008-02-06 05:35:21.997563952+00:00,15:20:00,Monday,Slight Injury,1,-0.9666666666666658,0.93,0.9338,0.0322,0.04329897709027937,0.3950871531446192,0.02484812601575319,0.03668284422357631
2008-02-06 13:25:18.051157128+00:00,15:20:00,Monday,Slight Injury,1,6.005555555555556,0.87,12.3004,2.3023,0.04269947465470395,0.39488859397232384,0.024256910469183934,0.03567250526350776
2008-02-06 21:15:14.104750304+00:00,15:20:00,Monday,Slight Injury,1,4.8388888888888895,0.88,12.2038,4.1055,0.04209997221912874,0.3946900348000286,0.023665694922614885,0.034662166303439546
2008-02-07 05:05:10.158343488+00:00,19:25:00,Saturday,Slight Injury,1,-0.0499999999999999,0.88,11.6886,8.1305,0.04150046978355332,0.3944914756277333,0.02307447937604563,0.03365182734337099
2008-02-07 12:55:06.211936664+00:00,19:25:00,Saturday,Slight Injury,1,1.0111111111111113,0.79,35.387800000000006,11.27,0.04090096734797791,0.394292916455438,0.02248326382947638,0.032641488383302435
2008-02-07 20:45:02.265529840+00:00,7:00:00,Friday,Slight Injury,1,0.255555555555556,0.7,20.9622,14.9569,0.04030146491240248,0.3940943572831427,0.021892048282907126,0.031631149423233876
2008-02-08 04:34:58.319123024+00:00,7:00:00,Friday,Slight Injury,1,-5.233333333333334,0.82,20.2216,9.982,0.03970196247682707,0.3938957981108474,0.021300832736337875,0.030620810463165324
2008-02-08 12:24:54.372716200+00:00,11:40:00,Tuesday,Slight Injury,1,3.0055555555555538,0.68,17.7905,10.4006,0.03910246004125165,0.3936972389385521,0.02070961718976862,0.029610471503096765
2008-02-08 20:14:50.426309384+00:00,22:39:00,Wednesday,Slight Injury,1,1.7666666666666666,0.73,14.0875,15.826300000000002,0.038502957605676236,0.39349867976625674,0.02011840164319937,0.028600132543028213
2008-02-09 04:04:46.479902560+00:00,19:30:00,Tuesday,Slight Injury,1,-1.0777777777777784,0.8,11.0124,9.982,0.03790345517010102,0.3933001205939615,0.019527186096630317,0.02758979358296
2008-02-09 11:54:42.533495736+00:00,19:30:00,Tuesday,Slight Injury,1,4.800000000000001,0.65,13.1859,11.2056,0.03730395273452561,0.3931015614216662,0.018935970550061066,0.02657945462289145
2008-02-09 19:44:38.587088920+00:00,12:07:00,Tuesday,Slight Injury,1,-0.4333333333333339,0.95,3.5742000000000007,1.127,0.036704450298950184,0.3929030022493709,0.018344755003491815,0.02556911566282289
2008-02-10 03:34:34.640682096+00:00,12:07:00,Tuesday,Slight Injury,1,-3.2611111111111115,0.85,9.6439,2.8175000000000003,0.036104947863374766,0.3927044430770756,0.01775353945692256,0.02455877670275434
2008-02-10 11:24:30.694275280+00:00,22:40:00,Friday,Slight Injury,1,1.683333333333334,0.81,4.9910000000000005,8.1949,0.03550544542779935,0.3925058839047803,0.017162323910353307,0.02354843774268578
2008-02-10 19:14:26.747868456+00:00,22:40:00,Friday,Slight Injury,1,-0.472222222222223,0.79,6.262900000000001,7.744099999999999,0.03490594299222393,0.392307324732485,0.016571108363784053,0.022538098782617227
2008-02-11 03:04:22.801461632+00:00,16:00:00,Sunday,Slight Injury,1,-0.7277777777777771,0.8,4.5724,13.8138,0.03430644055664851,0.39210876556018964,0.015979892817214805,0.02152775982254867
2008-02-11 10:54:18.855054816+00:00,16:00:00,Sunday,Slight Injury,1,1.466666666666667,0.54,8.790600000000001,9.6761,0.0337069381210733,0.3919102063878944,0.015388677270645752,0.020517420862480457
2008-02-11 18:44:14.908647992+00:00,16:00:00,Sunday,Slight Injury,1,-4.555555555555555,0.76,9.2253,9.6761,0.033107435685497885,0.3917116472155991,0.014797461724076498,0.019507081902411905
2008-02-12 02:34:10.962241168+00:00,20:55:00,Sunday,Serious Injury,1,-5.127777777777778,0.87,6.5366,4.4114,0.03250793324992247,0.3915130880433038,0.014206246177507244,0.018496742942343346
2008-02-12 10:24:07.015834352+00:00,8:50:00,Sunday,Slight Injury,1,-1.183333333333333,0.55,12.4292,7.905100000000001,0.03190843081434705,0.3913145288710085,0.013615030630937996,0.017486403982274794
2008-02-12 18:14:03.069427528+00:00,8:50:00,Sunday,Slight Injury,1,-1.9833333333333327,0.75,2.254,9.3058,0.03130892837877163,0.3911159696987132,0.013023815084368742,0.016476065022206235
2008-02-13 02:03:59.123020712+00:00,21:41:00,Friday,Slight Injury,2,-5.25,0.85,3.1717,7.744099999999999,0.030709425943196214,0.3909174105264179,0.012432599537799488,0.015465726062137683
2008-02-13 09:53:55.176613888+00:00,21:41:00,Friday,Slight Injury,2,0.1500000000000017,0.53,16.1644,9.8532,0.030109923507620796,0.39071885135412254,0.011841383991230234,0.014455387102069131
2008-02-13 17:43:51.230207064+00:00,21:41:00,Friday,Slight Injury,2,-3.572222222222222,0.7,8.0017,8.935500000000001,0.029510421072045587,0.3905202921818273,0.011250168444661188,0.013445048142000912
2008-02-14 01:33:47.283800248+00:00,11:36:00,Friday,Slight Injury,1,-10.06111111111111,0.82,11.1895,3.9284,0.02891091863647017,0.390321733009532,0.010658952898091933,0.01243470918193236
2008-02-14 09:23:43.337393424+00:00,11:36:00,Friday,Slight Injury,1,-3.588888888888889,0.86,10.8031,2.9946,0.02831141620089475,0.3901231738372367,0.01006773735152268,0.011424370221863808
2008-02-14 17:13:39.390986600+00:00,14:15:00,Friday,Slight Injury,1,0.6166666666666664,0.68,7.4704,6.021400000000001,0.027711913765319333,0.3899246146649414,0.009476521804953425,0.010414031261795242
2008-02-15 01:03:35.444579784+00:00,16:30:00,Wednesday,Serious Injury,1,-2.2888888888888896,0.78,11.3344,6.0697,0.027112411329743916,0.3897260554926461,0.00888530625838417,0.00940369230172669
2008-02-15 08:53:31.498172960+00:00,21:23:00,Saturday,Slight Injury,1,-3.238888888888888,0.68,27.531,14.168000000000005,0.026512908894168498,0.3895274963203508,0.008294090711814923,0.008393353341658139
2008-02-15 16:43:27.551766144+00:00,21:23:00,Saturday,Slight Injury,1,-5.333333333333334,0.58,20.769,10.0464,0.02591340645859308,0.38932893714805544,0.007702875165245669,0.0073830143815895866
2008-02-16 00:33:23.605359320+00:00,14:58:00,Monday,Slight Injury,1,-10.405555555555557,0.77,14.312900000000004,14.9086,0.025313904023017864,0.3891303779757602,0.007111659618676616,0.006372675421521368
2008-02-16 08:23:19.658952496+00:00,14:58:00,Monday,Slight Injury,1,-7.644444444444446,0.69,17.693900000000003,9.982,0.024714401587442446,0.3889318188034649,0.006520444072107362,0.005362336461452816
2008-02-16 16:13:15.712545680+00:00,9:30:00,Monday,Slight Injury,1,-11.483333333333334,0.77,30.2197,8.1305,0.024114899151867028,0.3887332596311696,0.005929228525538115,0.004351997501384264
2008-02-17 00:03:11.766138856+00:00,17:45:00,Wednesday,Slight Injury,1,-9.866666666666664,0.56,10.3845,14.9569,0.02351539671629161,0.3885347004588743,0.0053380129789688605,0.003341658541315698
2008-02-17 07:53:07.819732040+00:00,17:45:00,Wednesday,Slight Injury,1,-12.011111111111113,0.54,15.649200000000002,9.982,0.022915894280716192,0.388336141286579,0.004746797432399606,0.002331319581247146
2008-02-17 15:43:03.873325216+00:00,19:15:00,Thursday,Slight Injury,1,-4.222222222222223,0.31,5.2647,9.982,0.022316391845140775,0.3881375821142837,0.004155581885830352,0.001320980621178594
2008-02-17 23:32:59.926918392+00:00,10:41:00,Friday,Slight Injury,1,-2.872222222222223,0.55,11.5276,14.9569,0.021716889409565357,0.38793902294198834,0.0035643663392611047,0.0003106416611100421
2008-02-18 07:22:55.980511576+00:00,21:15:00,Friday,Slight Injury,1,-5.333333333333334,0.5,7.792400000000001,9.982,0.02111738697398994,0.38774046376969307,0.0029731507926918505,-0.0006996972989585237
2008-02-18 15:12:52.034104752+00:00,21:15:00,Friday,Slight Injury,1,0.2166666666666669,0.48,9.9981,11.3988,0.02051788453841473,0.3875419045973978,0.0023819352461227974,-0.0017100362590267287
2008-02-18 23:02:48.087697928+00:00,21:05:00,Sunday,Slight Injury,1,-0.0722222222222216,0.49,6.279,15.826300000000002,0.019918382102839312,0.3873433454251025,0.0017907196995535432,-0.0027203752190952807
2008-02-19 06:52:44.141291112+00:00,21:05:00,Sunday,Slight Injury,1,0.816666666666666,0.61,22.0087,9.982,0.019318879667263894,0.3871447862528072,0.001199504152984296,-0.0037307141791638326
2008-02-19 14:42:40.194884288+00:00,21:30:00,Saturday,Slight Injury,2,7.255555555555556,0.49,12.7029,10.3523,0.018719377231688476,0.3869462270805119,0.0006082886064150417,-0.0047410531392323985
2008-02-19 22:32:36.248477472+00:00,21:30:00,Saturday,Slight Injury,2,-3.883333333333332,0.85,6.2468,14.731500000000002,0.01811987479611306,0.3867476679082166,1.707305984578744e-05,-0.00575139209930095
2008-02-20 06:22:32.302070648+00:00,16:55:00,Wednesday,Slight Injury,1,-3.877777777777778,0.93,3.9606,1.8837,0.01752037236053764,0.38654910873592124,-0.0005741424867234668,-0.006761731059369502
2008-02-20 14:12:28.355663824+00:00,12:15:00,Monday,Slight Injury,1,12.705555555555556,0.31,12.9766,9.982,0.016920869924962223,0.38635054956362597,-0.001165358033292714,-0.007772070019438054
2008-02-20 22:02:24.409257008+00:00,12:15:00,Monday,Slight Injury,1,-3.0055555555555555,0.67,10.835300000000002,6.166300000000001,0.016321367489387013,0.3861519903913307,-0.001756573579861767,-0.008782408979506273
2008-02-21 05:52:20.462850184+00:00,17:35:00,Wednesday,Slight Injury,1,-2.6444444444444453,0.76,12.5097,9.8371,0.015721865053811596,0.3859534312190354,-0.0023477891264310213,-0.009792747939574825
2008-02-21 13:42:16.516443360+00:00,17:35:00,Wednesday,Slight Injury,1,13.81111111111111,0.34,11.6564,9.982,0.015122362618236178,0.3857548720467401,-0.0029390046730002756,-0.010803086899643377
2008-02-21 21:32:12.570036544+00:00,9:51:00,Tuesday,Slight Injury,1,0.1944444444444452,0.82,3.3971,7.905100000000001,0.01452286018266076,0.3855563128744448,-0.003530220219569523,-0.011813425859711943
2008-02-22 05:22:08.623629720+00:00,9:51:00,Tuesday,Slight Injury,1,-1.4722222222222214,0.78,9.2897,4.2021,0.013923357747085342,0.3853577537021495,-0.004121435766138777,-0.012823764819780495
2008-02-22 13:12:04.677222904+00:00,16:20:00,Wednesday,Slight Injury,1,15.044444444444444,0.39,14.3612,9.982,0.013323855311509925,0.38515919452985414,-0.004712651312708031,-0.013834103779849047
2008-02-22 21:02:00.730816080+00:00,16:20:00,Wednesday,Slight Injury,1,5.255555555555556,0.62,10.448900000000002,14.9569,0.012724352875934507,0.38496063535755887,-0.005303866859277286,-0.014844442739917599
2008-02-23 04:51:56.784409256+00:00,2:19:00,Thursday,Slight Injury,1,2.6555555555555563,0.76,10.0142,11.125100000000002,0.01212485044035929,0.3847620761852636,-0.005895082405846332,-0.015854781699985818
2008-02-23 12:41:52.838002440+00:00,18:00:00,Wednesday,Slight Injury,1,15.088888888888889,0.42,34.9209,11.2056,0.011525348004783872,0.3845635170129683,-0.006486297952415586,-0.01686512066005437
2008-02-23 20:31:48.891595616+00:00,18:00:00,Wednesday,Slight Injury,1,4.016666666666665,0.74,10.3523,14.9569,0.010925845569208455,0.384364957840673,-0.00707751349898484,-0.01787545962012292
2008-02-24 04:21:44.945188800+00:00,12:00:00,Sunday,Slight Injury,1,0.5388888888888883,0.82,7.695800000000001,9.982,0.010326343133633037,0.3841663986683777,-0.007668729045554094,-0.018885798580191487
2008-02-24 12:11:40.998781976+00:00,19:31:00,Thursday,Slight Injury,1,16.083333333333332,0.33,12.2199,10.3523,0.00972684069805762,0.3839678394960824,-0.008259944592123349,-0.01989613754026004
